id,name,brand,category,store_id,price,discount,stock,image_count,image_first
45181713-dab6-465a-8602-6b7b3603598f,Nike Dri-FIT Team (MLB Minnesota Twins),Nike,Men's Long-Sleeve T-Shirt,4342abcb-8995-4089-9e6e-16c363f2ce5a,40,42,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/0116e668-a77e-402d-b89f-04647db0f0ad/dri-fit-team-minnesota-twins-mens-long-sleeve-t-shirt-6Wdjql.png"
c1c09cac-00bc-4f56-9f73-8d971f506fff,Club América,Nike,Women's Nike Dri-FIT Soccer Jersey Dress,86a6198c-ccbc-4865-aed3-e00e5926ab4a,90,41,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/3f1d69c3-9a25-4e62-bd8e-e855d55c5d1e/club-am%C3%A9rica-womens-dri-fit-soccer-jersey-dress-MP2NrK.png"
dbf92634-9f53-4fd2-8ec1-a559263f304e,Nike Sportswear Swoosh,Nike,Men's Overalls,4342abcb-8995-4089-9e6e-16c363f2ce5a,140,11,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/c5e0b271-ad6a-40fc-bd99-e74a8fd183fa/sportswear-swoosh-mens-overalls-rKsQ2c.png"
e23d4bd0-c35f-4ab5-bdd2-53cab3de5c06,Nike Dri-FIT One Luxe,Nike,Big Kids' (Girls') Printed Tights (Extended Size),e05faa5c-2334-49c0-a15d-70a99be827fc,22,23,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/d5b9ae85-e70b-4bbf-b617-426325dd8d94/dri-fit-one-luxe-big-kids-girls-printed-tights-extended-size-fjSmdw.png"
e026fb9d-48c8-4830-9657-759908110891,Paris Saint-Germain Repel Academy AWF,Nike,Big Kids' Soccer Jacket,06d64f89-f4f2-459a-939b-0872884666a7,70,19,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/6feabe80-6470-44c1-8427-55d0c41f5768/paris-saint-germain-repel-academy-awf-big-kids-soccer-jacket-95TSKB.png"
69975653-b463-4a6d-98cb-cd86255f8787,NFL Miami Dolphins (Mike Gesicki),Nike,Men's Game Football Jersey,7ea83b1d-b9f8-4b46-a80b-f5692c689960,130,33,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/113bb00a-97ba-4120-b2f8-d2e0ec4db7f8/miami-dolphins-mike-gesicki-mens-game-football-jersey-dspWwb.png"
cfb77d9b-4f67-4ddd-84e8-9dcc43d95b6a,Kristaps Porziņģis Knicks Icon Edition,Nike,Nike NBA Swingman Jersey,66298e24-37cb-4207-bc17-d0bcacc5406d,104,23,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/ypgigxp9uzsnjm9jqkj7/kristaps-porzingis-knicks-icon-edition-nba-swingman-jersey-gxdwkz.png"
beebd86a-ae37-4605-b2ec-d1d161480375,Nike College (Oregon),Nike,Men's Max 90 T-Shirt,66298e24-37cb-4207-bc17-d0bcacc5406d,18,38,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/6aa5cc48-7a3f-483c-9aaf-4500c91f71e2/oregon-mens-max-90-t-shirt-S2Lq7n.png"
d8fbf396-b928-4bb6-9031-1c39e3b1777d,Nike Sportswear,Nike,Men's Logo T-Shirt,a0595d6c-ec3d-4c7a-99ff-d786e43fedf0,28,31,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/88dae55d-e141-4a34-97df-5ef2dae0e5fd/sportswear-mens-logo-t-shirt-vKCNwD.png"
1ae234d0-0bfe-4388-82d1-b270b1861afb,Nike Therma Crucial Catch (NFL Miami Dolphins),Nike,Men's Pullover Hoodie,72ef5446-dee3-4824-b34c-5beb537c3750,85,38,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/f0ebd9f7-c14c-495c-8933-c51520683c1c/therma-crucial-catch-miami-dolphins-mens-pullover-hoodie-n2VZrQ.png"
